unique_id,name_id,surname,first_name,common_name,display_name,gender,title,electorate,birth_date,death_date,form1,form2,form3,form4,form5,source
Duncan1945,7G4,Duncan,Peter,,"Duncan, Peter",male,,Makin,1945-01-01,,Mr Peter Duncan,Mr Duncan,MR PETER DUNCAN,MR DUNCAN,Duncan,AustralianPoliticians
DuncanHughes1882,JY7,Duncan-Hughes,John,Jack,"Duncan-Hughes, Jack",male,,Wakefield,1882-09-01,1962-08-13,Mr Jack Duncan-Hughes,Mr Duncan-Hughes,MR JACK DUNCAN-HUGHES,MR DUNCAN-HUGHES,Duncan-Hughes,AustralianPoliticians
Duthie1912,KDA,Duthie,Gilbert,,"Duthie, Gilbert",male,,Wilmot,1912-05-21,1998-06-13,Mr Gilbert Duthie,Mr Duthie,MR GILBERT DUTHIE,MR DUTHIE,Duthie,AustralianPoliticians
Dutton1970,00AKI,Dutton,Peter,,"Dutton, Peter",male,,Dickson,1970-11-18,,Mr Peter Dutton,Mr Dutton,MR PETER DUTTON,MR DUTTON,Dutton,AustralianPoliticians
Easson1955,RU5,Easson,Mary,,"Easson, Mary",female,,Lowe,1955-06-16,,Ms Mary Easson,Ms Easson,MS MARY EASSON,MS EASSON,Easson,AustralianPoliticians
Edmonds1903,KDB,Edmonds,William,Bill,"Edmonds, Bill",male,,Herbert,1903-10-23,1968-11-24,Mr Bill Edmonds,Mr Edmonds,MR BILL EDMONDS,MR EDMONDS,Edmonds,AustralianPoliticians
Edwards1842,KDF,Edwards,Richard,,"Edwards, Richard",male,,Oxley,,1915-10-29,Mr Richard Edwards,Mr Edwards,MR RICHARD EDWARDS,MR EDWARDS,Edwards,AustralianPoliticians
Edwards1855,KDD,Edwards,George,,"Edwards, George",male,,North Sydney,1855-01-30,1911-02-04,Mr George Edwards,Mr Edwards,MR GEORGE EDWARDS,MR EDWARDS,Edwards,AustralianPoliticians
Edwards1927,9G4,Edwards,Harold,Harry,"Edwards, Harry",male,,Berowra,1927-01-10,2012-06-26,Mr Harry Edwards,Mr Edwards,MR HARRY EDWARDS,MR EDWARDS,Edwards,AustralianPoliticians
Edwards1945,AG4,Edwards,Ronald,Ron,"Edwards, Ron",male,,Stirling,1945-07-02,,Mr Ron Edwards,Mr Edwards,MR RON EDWARDS,MR EDWARDS,Edwards,AustralianPoliticians
Edwards1946,83R,Edwards,Graham,,"Edwards, Graham",male,,Cowan,1946-07-18,,Mr Graham Edwards,Mr Edwards,MR GRAHAM EDWARDS,MR EDWARDS,Edwards,AustralianPoliticians
Eggins1898,KDH,Eggins,Eldred,Jim,"Eggins, Jim",male,,Lyne,1898-04-07,1952-01-28,Mr Jim Eggins,Mr Eggins,MR JIM EGGINS,MR EGGINS,Eggins,AustralianPoliticians
Einfeld1909,KDI,Einfeld,Sydney,Syd,"Einfeld, Syd",male,,Phillip,1909-06-17,1995-06-16,Mr Syd Einfeld,Mr Einfeld,MR SYD EINFELD,MR EINFELD,Einfeld,AustralianPoliticians
Eldridge1872,KDJ,Eldridge,John,,"Eldridge, John",male,,Martin,,1954-04-17,Mr John Eldridge,Mr Eldridge,MR JOHN ELDRIDGE,MR ELDRIDGE,Eldridge,AustralianPoliticians
Ellicott1927,YF6,Ellicott,Robert,Bob,"Ellicott, Bob",male,,Wentworth,1927-04-15,,Mr Bob Ellicott,Mr Ellicott,MR BOB ELLICOTT,MR ELLICOTT,Ellicott,AustralianPoliticians
Elliot1967,DZW,Elliot,Maria,Justine,"Elliot, Justine",female,,Richmond,1967-07-29,,Ms Justine Elliot,Ms Elliot,MS JUSTINE ELLIOT,MS ELLIOT,Elliot,AustralianPoliticians
Elliott1954,6T4,Elliott,Robert,Paul,"Elliott, Paul",male,,Parramatta,1954-09-24,,Mr Paul Elliott,Mr Elliott,MR PAUL ELLIOTT,MR ELLIOTT,Elliott,AustralianPoliticians
Ellis1946,5K6,Ellis,Annette,,"Ellis, Annette",female,,Canberra,1946-10-13,,Ms Annette Ellis,Ms Ellis,MS ANNETTE ELLIS,MS ELLIS,Ellis,AustralianPoliticians
Ellis1977,DZU,Ellis,Katherine,Kate,"Ellis, Kate",female,,Adelaide,1977-09-22,,Ms Kate Ellis,Ms Ellis,MS KATE ELLIS,MS ELLIS,Ellis,AustralianPoliticians
Elson1947,6K6,Elson,Kay,,"Elson, Kay",female,,Forde,1947-01-25,,Ms Kay Elson,Ms Elson,MS KAY ELSON,MS ELSON,Elson,AustralianPoliticians
Emerson1954,83V,Emerson,Craig,,"Emerson, Craig",male,,Rankin,1954-11-15,,Mr Craig Emerson,Mr Emerson,MR CRAIG EMERSON,MR EMERSON,Emerson,AustralianPoliticians
Enderby1926,8H7,Enderby,Keppel,Kep,"Enderby, Kep",male,,Canberra,1926-06-25,2015-01-07,Mr Kep Enderby,Mr Enderby,MR KEP ENDERBY,MR ENDERBY,Enderby,AustralianPoliticians
England1911,KDN,England,John,,"England, John",male,,Calare,1911-10-12,1985-06-18,Mr John England,Mr England,MR JOHN ENGLAND,MR ENGLAND,England,AustralianPoliticians
Entsch1950,7K6,Entsch,Warren,,"Entsch, Warren",male,,Leichhardt,1950-05-31,,Mr Warren Entsch,Mr Entsch,MR WARREN ENTSCH,MR ENTSCH,Entsch,AustralianPoliticians
Erwin1917,KDO,Erwin,George,Dudley,"Erwin, Dudley",male,,Ballaarat,1917-08-20,1984-10-29,Mr Dudley Erwin,Mr Erwin,MR DUDLEY ERWIN,MR ERWIN,Erwin,AustralianPoliticians
Evans1944,VD4,Evans,Gareth,,"Evans, Gareth",male,,Holt,1944-09-05,,Mr Gareth Evans,Mr Evans,MR GARETH EVANS,MR EVANS,Evans,AustralianPoliticians
Evans1981,61378,Evans,Trevor,,"Evans, Trevor",male,,Brisbane,1981-08-28,,Mr Trevor Evans,Mr Evans,MR TREVOR EVANS,MR EVANS,Evans,AustralianPoliticians
EvansMartyn1953,N36,Evans,Martyn,,"Evans, Martyn",male,,Bonython,1953-11-27,,Mr Martyn Evans,Mr Evans,MR MARTYN EVANS,MR EVANS,Evans,AustralianPoliticians
EvansRichard1953,3V5,Evans,Richard,,"Evans, Richard",male,,Cowan,1953-09-07,,Mr Richard Evans,Mr Evans,MR RICHARD EVANS,MR EVANS,Evans,AustralianPoliticians
Evatt1894,DTN,Evatt,Herbert,Herbert,"Evatt, Herbert",male,,Hunter,1894-04-30,1965-11-02,Mr Herbert Evatt,Mr Evatt,MR HERBERT EVATT,MR EVATT,Evatt,AustralianPoliticians
Everingham1923,KDP,Everingham,Douglas,Doug,"Everingham, Doug",male,Dr,Capricornia,1923-06-25,2017-08-24,Dr Doug Everingham,Dr Everingham,DR DOUG EVERINGHAM,DR EVERINGHAM,Everingham,AustralianPoliticians
Everingham1943,7R5,Everingham,Paul,,"Everingham, Paul",male,,Northern Territory,1943-02-04,,Mr Paul Everingham,Mr Everingham,MR PAUL EVERINGHAM,MR EVERINGHAM,Everingham,AustralianPoliticians
Ewert1918,KDQ,Ewert,Keith,,"Ewert, Keith",male,,Flinders,1918-04-12,1989-12-02,Mr Keith Ewert,Mr Ewert,MR KEITH EWERT,MR EWERT,Ewert,AustralianPoliticians
Ewing1856,KDR,Ewing,Thomas,,"Ewing, Thomas",male,,Richmond,1856-10-09,1920-09-15,Mr Thomas Ewing,Mr Ewing,MR THOMAS EWING,MR EWING,Ewing,AustralianPoliticians
Fadden1894,F4T,Fadden,Arthur,Arthur,"Fadden, Arthur",male,,McPherson,1894-04-13,1973-04-21,Mr Arthur Fadden,Mr Fadden,MR ARTHUR FADDEN,MR FADDEN,Fadden,AustralianPoliticians
Fahey1945,HQ5,Fahey,John,,"Fahey, John",male,,Macarthur,1945-01-10,,Mr John Fahey,Mr Fahey,MR JOHN FAHEY,MR FAHEY,Fahey,AustralianPoliticians
Failes1899,KDS,Failes,Laurence,Laurie,"Failes, Laurie",male,,Lawson,1899-10-16,1976-07-07,Mr Laurie Failes,Mr Failes,MR LAURIE FAILES,MR FAILES,Failes,AustralianPoliticians
Fairbairn1855,JYR,Fairbairn,George,,"Fairbairn, George",male,,Fawkner,1855-03-23,1943-10-23,Mr George Fairbairn,Mr Fairbairn,MR GEORGE FAIRBAIRN,MR FAIRBAIRN,Fairbairn,AustralianPoliticians
Fairbairn1897,KEM,Fairbairn,James,,"Fairbairn, James",male,,Flinders,1897-07-28,1940-08-13,Mr James Fairbairn,Mr Fairbairn,MR JAMES FAIRBAIRN,MR FAIRBAIRN,Fairbairn,AustralianPoliticians
Fairbairn1917,KDT,Fairbairn,David,,"Fairbairn, David",male,,Farrer,1917-03-03,1994-06-01,Mr David Fairbairn,Mr Fairbairn,MR DAVID FAIRBAIRN,MR FAIRBAIRN,Fairbairn,AustralianPoliticians
Fairhall1909,KEN,Fairhall,Allen,,"Fairhall, Allen",male,,Paterson,1909-11-24,2006-11-03,Mr Allen Fairhall,Mr Fairhall,MR ALLEN FAIRHALL,MR FAIRHALL,Fairhall,AustralianPoliticians
Falconer1943,KEO,Falconer,Peter,,"Falconer, Peter",male,,Casey,1943-09-23,,Mr Peter Falconer,Mr Falconer,MR PETER FALCONER,MR FALCONER,Falconer,AustralianPoliticians
Falinski1970,G86,Falinski,Jason,,"Falinski, Jason",male,,Mackellar,1970-08-24,,Mr Jason Falinski,Mr Falinski,MR JASON FALINSKI,MR FALINSKI,Falinski,AustralianPoliticians
Falkinder1921,KEP,Falkinder,Charles,Bill,"Falkinder, Bill",male,,Franklin,1921-08-29,1993-07-11,Mr Bill Falkinder,Mr Falkinder,MR BILL FALKINDER,MR FALKINDER,Falkinder,AustralianPoliticians
Falkiner1867,KES,Falkiner,Franc,,"Falkiner, Franc",male,,Hume,1867-06-17,1929-10-30,Mr Franc Falkiner,Mr Falkiner,MR FRANC FALKINER,MR FALKINER,Falkiner,AustralianPoliticians
Falstein1914,KEU,Falstein,Sydney,Max,"Falstein, Max",male,,Watson,1914-05-30,1967-05-18,Mr Max Falstein,Mr Falstein,MR MAX FALSTEIN,MR FALSTEIN,Falstein,AustralianPoliticians
Farmer1962,00AMO,Farmer,Patrick,Pat,"Farmer, Pat",male,,Macarthur,1962-03-14,,Mr Pat Farmer,Mr Farmer,MR PAT FARMER,MR FARMER,Farmer,AustralianPoliticians
Fatin1941,WD4,Fatin,Wendy,,"Fatin, Wendy",female,,Brand,1941-04-10,,Ms Wendy Fatin,Ms Fatin,MS WENDY FATIN,MS FATIN,Fatin,AustralianPoliticians
Fawcett1963,DYU,Fawcett,David,,"Fawcett, David",male,,Wakefield,1963-10-23,,Mr David Fawcett,Mr Fawcett,MR DAVID FAWCETT,MR FAWCETT,Fawcett,AustralianPoliticians
Feeney1970,I0O,Feeney,David,,"Feeney, David",male,,Batman,1970-03-05,,Mr David Feeney,Mr Feeney,MR DAVID FEENEY,MR FEENEY,Feeney,AustralianPoliticians
Fenton1864,KEV,Fenton,James,,"Fenton, James",male,,Maribyrnong,1864-02-04,1950-12-03,Mr James Fenton,Mr Fenton,MR JAMES FENTON,MR FENTON,Fenton,AustralianPoliticians
Ferguson1952,8T4,Ferguson,Laurie,,"Ferguson, Laurie",male,,Werriwa,1952-07-07,,Mr Laurie Ferguson,Mr Ferguson,MR LAURIE FERGUSON,MR FERGUSON,Ferguson,AustralianPoliticians
Ferguson1953,LS4,Ferguson,Martin,,"Ferguson, Martin",male,,Batman,1953-12-12,,Mr Martin Ferguson,Mr Ferguson,MR MARTIN FERGUSON,MR FERGUSON,Ferguson,AustralianPoliticians
Ferguson1974,DYH,Ferguson,Michael,,"Ferguson, Michael",male,,Bass,1974-03-23,,Mr Michael Ferguson,Mr Ferguson,MR MICHAEL FERGUSON,MR FERGUSON,Ferguson,AustralianPoliticians
Fife1929,CG4,Fife,Wallace,Wal,"Fife, Wal",male,,Hume,1929-10-02,2017-11-16,Mr Wal Fife,Mr Fife,MR WAL FIFE,MR FIFE,Fife,AustralianPoliticians
Filing1955,QT4,Filing,Paul,,"Filing, Paul",male,,Moore,1955-12-20,,Mr Paul Filing,Mr Filing,MR PAUL FILING,MR FILING,Filing,AustralianPoliticians
Finlayson1867,KEX,Finlayson,William,,"Finlayson, William",male,,Brisbane,1867-08-12,1955-01-13,Mr William Finlayson,Mr Finlayson,MR WILLIAM FINLAYSON,MR FINLAYSON,Finlayson,AustralianPoliticians
Fischer1946,DG4,Fischer,Timothy,Tim,"Fischer, Tim",male,,Farrer,1946-05-03,2019-08-22,Mr Tim Fischer,Mr Fischer,MR TIM FISCHER,MR FISCHER,Fischer,AustralianPoliticians
Fisher1862,F4N,Fisher,Andrew,,"Fisher, Andrew",male,,Wide Bay,1862-08-29,1928-10-22,Mr Andrew Fisher,Mr Fisher,MR ANDREW FISHER,MR FISHER,Fisher,AustralianPoliticians
Fisher1936,EG4,Fisher,Peter,,"Fisher, Peter",male,,Mallee,1936-09-19,,Mr Peter Fisher,Mr Fisher,MR PETER FISHER,MR FISHER,Fisher,AustralianPoliticians
Fisken1897,KEZ,Fisken,Archibald,,"Fisken, Archibald",male,,Ballaarat,1897-03-11,1970-06-20,Mr Archibald Fisken,Mr Fisken,MR ARCHIBALD FISKEN,MR FISKEN,Fisken,AustralianPoliticians
Fitzgerald1910,JZB,Fitzgerald,Joseph,Joe,"Fitzgerald, Joe",male,,Phillip,1910-01-05,1985-11-01,Mr Joe Fitzgerald,Mr Fitzgerald,MR JOE FITZGERALD,MR FITZGERALD,Fitzgerald,AustralianPoliticians
Fitzgibbon1936,FG4,Fitzgibbon,Eric,,"Fitzgibbon, Eric",male,,Hunter,1936-08-27,2015-01-24,Mr Eric Fitzgibbon,Mr Fitzgibbon,MR ERIC FITZGIBBON,MR FITZGIBBON,Fitzgibbon,AustralianPoliticians
Fitzgibbon1962,8K6,Fitzgibbon,Joel,,"Fitzgibbon, Joel",male,,Hunter,1962-01-16,,Mr Joel Fitzgibbon,Mr Fitzgibbon,MR JOEL FITZGIBBON,MR FITZGIBBON,Fitzgibbon,AustralianPoliticians
FitzPatrick1915,KFB,FitzPatrick,John,,"FitzPatrick, John",male,,Riverina,1915-04-24,1997-07-28,Mr John FitzPatrick,Mr FitzPatrick,MR JOHN FITZPATRICK,MR FITZPATRICK,FitzPatrick,AustralianPoliticians
Fleming1874,KFC,Fleming,William,,"Fleming, William",male,,Robertson,1874-05-19,1961-07-30,Mr William Fleming,Mr Fleming,MR WILLIAM FLEMING,MR FLEMING,Fleming,AustralianPoliticians
Fletcher1965,L6B,Fletcher,Paul,,"Fletcher, Paul",male,,Bradfield,1965-01-16,,Mr Paul Fletcher,Mr Fletcher,MR PAUL FLETCHER,MR FLETCHER,Fletcher,AustralianPoliticians
Flint1978,245550,Flint,Nicolle,,"Flint, Nicolle",female,,Boothby,1978-07-15,,Ms Nicolle Flint,Ms Flint,MS NICOLLE FLINT,MS FLINT,Flint,AustralianPoliticians
Foley1872,KFF,Foley,George,,"Foley, George",male,,Kalgoorlie,1872-11-28,1945-10-27,Mr George Foley,Mr Foley,MR GEORGE FOLEY,MR FOLEY,Foley,AustralianPoliticians
Forbes1923,KFH,Forbes,Alexander,Jim,"Forbes, Jim",male,,Barker,1923-12-16,2019-08-10,Mr Jim Forbes,Mr Forbes,MR JIM FORBES,MR FORBES,Forbes,AustralianPoliticians
Ford1936,RT4,Ford,Frank,,"Ford, Frank",male,,Dunkley,1936-08-10,,Mr Frank Ford,Mr Ford,MR FRANK FORD,MR FORD,Ford,AustralianPoliticians
Forde1890,F4U,Forde,Francis,Frank,"Forde, Frank",male,,Capricornia,1890-07-18,1983-01-28,Mr Frank Forde,Mr Forde,MR FRANK FORDE,MR FORDE,Forde,AustralianPoliticians
Forrest1847,KFJ,Forrest,John,,"Forrest, John",male,Sir,Swan,1847-08-22,1918-09-02,Mr John Forrest,Mr Forrest,MR JOHN FORREST,MR FORREST,Forrest,AustralianPoliticians
Forrest1949,NV5,Forrest,John,John (Alexander),"Forrest, John (Alexander)",male,,Mallee,1949-08-24,,Mr John (Alexander) Forrest,Mr Forrest,MR JOHN (ALEXANDER) FORREST,MR FORREST,Forrest,AustralianPoliticians
Foster1856,KFP,Foster,Richard,,"Foster, Richard",male,,Wakefield,1856-08-20,1932-01-05,Mr Richard Foster,Mr Foster,MR RICHARD FOSTER,MR FOSTER,Foster,AustralianPoliticians
Foster1872,KFN,Foster,Francis,,"Foster, Francis",male,,New England,,1948-09-09,Mr Francis Foster,Mr Foster,MR FRANCIS FOSTER,MR FOSTER,Foster,AustralianPoliticians
Foster1921,KFO,Foster,Norman,Norm,"Foster, Norm",male,,Sturt,1921-03-12,2006-11-19,Mr Norm Foster,Mr Foster,MR NORM FOSTER,MR FOSTER,Foster,AustralianPoliticians
Fowler1865,JWG,Fowler,James,,"Fowler, James",male,,Perth,1865-06-20,1940-11-03,Mr James Fowler,Mr Fowler,MR JAMES FOWLER,MR FOWLER,Fowler,AustralianPoliticians
Fox1912,JWI,Fox,Edmund,Max,"Fox, Max",male,,Henty,1912-04-27,1988-11-27,Mr Max Fox,Mr Fox,MR MAX FOX,MR FOX,Fox,AustralianPoliticians
Foxton1849,JWJ,Foxton,Justin,,"Foxton, Justin",male,,Brisbane,1849-09-24,1916-06-23,Mr Justin Foxton,Mr Foxton,MR JUSTIN FOXTON,MR FOXTON,Foxton,AustralianPoliticians
Francis1873,JWQ,Francis,Grosvenor,,"Francis, Grosvenor",male,,Kennedy,1873-08-14,1944-11-30,Mr Grosvenor Francis,Mr Francis,MR GROSVENOR FRANCIS,MR FRANCIS,Francis,AustralianPoliticians
Francis1881,JWN,Francis,Frederick,,"Francis, Frederick",male,,Henty,,1949-08-15,Mr Frederick Francis,Mr Francis,MR FREDERICK FRANCIS,MR FRANCIS,Francis,AustralianPoliticians
Francis1890,JWT,Francis,Josiah,,"Francis, Josiah",male,,Moreton,1890-03-28,1964-02-22,Mr Josiah Francis,Mr Francis,MR JOSIAH FRANCIS,MR FRANCIS,Francis,AustralianPoliticians
Fraser1902,JWU,Fraser,Allan,,"Fraser, Allan",male,,Eden-Monaro,1902-09-18,1977-12-12,Mr Allan Fraser,Mr Fraser,MR ALLAN FRASER,MR FRASER,Fraser,AustralianPoliticians
Fraser1908,JWX,Fraser,James,Jim,"Fraser, Jim",male,,Australian Capital Territory,1908-02-08,1970-04-01,Mr Jim Fraser,Mr Fraser,MR JIM FRASER,MR FRASER,Fraser,AustralianPoliticians
Fraser1930,QS4,Fraser,John,Malcolm,"Fraser, Malcolm",male,,Wannon,1930-05-21,2015-03-20,Mr Malcolm Fraser,Mr Fraser,MR MALCOLM FRASER,MR FRASER,Fraser,AustralianPoliticians
Frazer1880,JX9,Frazer,Charles,Charlie,"Frazer, Charlie",male,,Kalgoorlie,1880-01-02,1913-11-25,Mr Charlie Frazer,Mr Frazer,MR CHARLIE FRAZER,MR FRAZER,Frazer,AustralianPoliticians
Free1943,HG4,Free,Ross,,"Free, Ross",male,,Lindsay,1943-03-07,,Mr Ross Free,Mr Free,MR ROSS FREE,MR FREE,Free,AustralianPoliticians
Freelander1953,265979,Freelander,Michael,Mike,"Freelander, Mike",male,Dr,Macarthur,1953-04-23,,Dr Mike Freelander,Dr Freelander,Dr MIKE FREELANDER,Dr FREELANDER,Freelander,AustralianPoliticians
Freeth1914,JXI,Freeth,Gordon,,"Freeth, Gordon",male,,Forrest,1914-08-06,2001-11-27,Mr Gordon Freeth,Mr Freeth,MR GORDON FREETH,MR FREETH,Freeth,AustralianPoliticians
Frost1882,JXL,Frost,Charles,,"Frost, Charles",male,,Franklin,1882-11-30,1964-07-22,Mr Charles Frost,Mr Frost,MR CHARLES FROST,MR FROST,Frost,AustralianPoliticians
Fry1920,JXQ,Fry,Kenneth,Ken,"Fry, Ken",male,,Fraser,1920-11-08,2007-10-10,Mr Ken Fry,Mr Fry,MR KEN FRY,MR FRY,Fry,AustralianPoliticians
Frydenberg1971,FKL,Frydenberg,Joshua,Josh,"Frydenberg, Josh",male,,Kooyong,1971-07-17,,Mr Josh Frydenberg,Mr Frydenberg,MR JOSH FRYDENBERG,MR FRYDENBERG,Frydenberg,AustralianPoliticians
Fuller1861,JZF,Fuller,George,,"Fuller, George",male,,Illawarra,1861-01-22,1940-07-22,Mr George Fuller,Mr Fuller,MR GEORGE FULLER,MR FULLER,Fuller,AustralianPoliticians
Fuller1893,JYV,Fuller,Arthur,,"Fuller, Arthur",male,,Hume,1893-10-24,1987-03-21,Mr Arthur Fuller,Mr Fuller,MR ARTHUR FULLER,MR FULLER,Fuller,AustralianPoliticians
Fulton1909,JZP,Fulton,William,Bill,"Fulton, Bill",male,,Leichhardt,1909-06-18,1988-11-15,Mr Bill Fulton,Mr Fulton,MR BILL FULTON,MR FULTON,Fulton,AustralianPoliticians
Fysh1835,JZT,Fysh,Philip,,"Fysh, Philip",male,Sir,Denison,1835-03-01,1919-12-20,Mr Philip Fysh,Mr Fysh,MR PHILIP FYSH,MR FYSH,Fysh,AustralianPoliticians
Gabb1882,K0A,Gabb,Joel,Moses,"Gabb, Moses",male,,Angas,1882-11-21,1951-03-06,Mr Moses Gabb,Mr Gabb,MR MOSES GABB,MR GABB,Gabb,AustralianPoliticians
Gaha1894,K0E,Gaha,John,,"Gaha, John",male,,Denison,1894-04-14,1966-03-18,Mr John Gaha,Mr Gaha,MR JOHN GAHA,MR GAHA,Gaha,AustralianPoliticians
Gallus1943,CU4,Gallus,Christine,Chris,"Gallus, Chris",female,,Hindmarsh,1943-04-06,,Ms Chris Gallus,Ms Gallus,MS CHRIS GALLUS,MS GALLUS,Gallus,AustralianPoliticians
Galvin1911,K97,Galvin,Patrick,Pat,"Galvin, Pat",male,,Kingston,1911-03-30,1980-09-24,Mr Pat Galvin,Mr Galvin,MR PAT GALVIN,MR GALVIN,Galvin,AustralianPoliticians
Gambaro1958,9K6,Gambaro,Teresa,,"Gambaro, Teresa",female,,Brisbane,1958-11-29,,Ms Teresa Gambaro,Ms Gambaro,MS TERESA GAMBARO,MS GAMBARO,Gambaro,AustralianPoliticians
Gander1888,K9A,Gander,Joseph,Joe,"Gander, Joe",male,,Reid,,1954-11-22,Mr Joe Gander,Mr Gander,MR JOE GANDER,MR GANDER,Gander,AustralianPoliticians
Garden1882,K9C,Garden,John,Jock,"Garden, Jock",male,,Cook,1882-08-13,1969-01-01,Mr Jock Garden,Mr Garden,MR JOCK GARDEN,MR GARDEN,Garden,AustralianPoliticians
Gardner1884,K9H,Gardner,Sydney,,"Gardner, Sydney",male,,Robertson,1884-06-09,1965-06-23,Mr Sydney Gardner,Mr Gardner,MR SYDNEY GARDNER,MR GARDNER,Gardner,AustralianPoliticians
Garland1934,K9L,Garland,Ransley,Victor,"Garland, Victor",male,,Curtin,1934-05-05,,Mr Victor Garland,Mr Garland,MR VICTOR GARLAND,MR GARLAND,Garland,AustralianPoliticians
Garrett1953,HV4,Garrett,Peter,,"Garrett, Peter",male,,Kingsford Smith,1953-04-16,,Mr Peter Garrett,Mr Garrett,MR PETER GARRETT,MR GARRETT,Garrett,AustralianPoliticians
Garrick1918,L6X,Garrick,Horace,Horrie,"Garrick, Horrie",male,,Batman,1918-08-26,1982-04-06,Mr Horrie Garrick,Mr Garrick,MR HORRIE GARRICK,MR GARRICK,Garrick,AustralianPoliticians
Gash1944,AK6,Gash,Joanna,,"Gash, Joanna",female,,Gilmore,1944-07-21,,Ms Joanna Gash,Ms Gash,MS JOANNA GASH,MS GASH,Gash,AustralianPoliticians
Gayler1943,PG4,Gayler,John,,"Gayler, John",male,,Leichhardt,1943-04-14,,Mr John Gayler,Mr Gayler,MR JOHN GAYLER,MR GAYLER,Gayler,AustralianPoliticians
Gear1947,QG4,Gear,George,,"Gear, George",male,,Canning,1947-03-08,,Mr George Gear,Mr Gear,MR GEORGE GEAR,MR GEAR,Gear,AustralianPoliticians
Gee1968,261393,Gee,Andrew,,"Gee, Andrew",male,,Calare,1968-09-13,,Mr Andrew Gee,Mr Gee,MR ANDREW GEE,MR GEE,Gee,AustralianPoliticians
Gellibrand1872,K9S,Gellibrand,John,,"Gellibrand, John",male,Sir,Denison,1872-12-05,1945-06-03,Mr John Gellibrand,Mr Gellibrand,MR JOHN GELLIBRAND,MR GELLIBRAND,Gellibrand,AustralianPoliticians
Georganas1959,DZY,Georganas,Steven,Steve,"Georganas, Steve",male,,Adelaide,1959-06-13,,Mr Steve Georganas,Mr Georganas,MR STEVE GEORGANAS,MR GEORGANAS,Georganas,AustralianPoliticians
George1947,JH5,George,Jennie,,"George, Jennie",female,,Throsby,1947-08-20,,Ms Jennie George,Ms George,MS JENNIE GEORGE,MS GEORGE,George,AustralianPoliticians
Georgiou1947,HM5,Georgiou,Petro,,"Georgiou, Petro",male,,Kooyong,1947-11-30,,Mr Petro Georgiou,Mr Georgiou,MR PETRO GEORGIOU,MR GEORGIOU,Georgiou,AustralianPoliticians
Gerick1963,83W,Gerick,Jane,,"Gerick, Jane",female,,Canning,1963-04-23,2003-12-25,Ms Jane Gerick,Ms Gerick,MS JANE GERICK,MS GERICK,Gerick,AustralianPoliticians
Gibb1843,KAN,Gibb,James,,"Gibb, James",male,,Flinders,1843-06-30,1919-02-22,Mr James Gibb,Mr Gibb,MR JAMES GIBB,MR GIBB,Gibb,AustralianPoliticians
Gibbons1887,KAQ,Gibbons,George,,"Gibbons, George",male,,Calare,,1954-08-11,Mr George Gibbons,Mr Gibbons,MR GEORGE GIBBONS,MR GIBBONS,Gibbons,AustralianPoliticians
Gibbons1949,83X,Gibbons,Stephen,Steve,"Gibbons, Steve",male,,Bendigo,1949-09-11,,Mr Steve Gibbons,Mr Gibbons,MR STEVE GIBBONS,MR GIBBONS,Gibbons,AustralianPoliticians
Gibbs1922,KAR,Gibbs,Wylie,,"Gibbs, Wylie",male,Dr,Bowman,1922-07-26,,Dr Wylie Gibbs,Dr Gibbs,DR WYLIE GIBBS,DR GIBBS,Gibbs,AustralianPoliticians
Gibson1869,KAY,Gibson,William,,"Gibson, William",male,,Corangamite,1869-05-19,1955-05-22,Mr William Gibson,Mr Gibson,MR WILLIAM GIBSON,MR GIBSON,Gibson,AustralianPoliticians
Gibson1935,KAU,Gibson,Adrian,,"Gibson, Adrian",male,,Denison,1935-11-03,2015-04-30,Mr Adrian Gibson,Mr Gibson,MR ADRIAN GIBSON,MR GIBSON,Gibson,AustralianPoliticians
Gibson1954,ST4,Gibson,Garrie,,"Gibson, Garrie",male,,Moreton,1954-10-17,,Mr Garrie Gibson,Mr Gibson,MR GARRIE GIBSON,MR GIBSON,Gibson,AustralianPoliticians
Giles1923,KB8,Giles,Geoffrey,,"Giles, Geoffrey",male,,Wakefield,1923-06-27,1990-12-18,Mr Geoffrey Giles,Mr Giles,MR GEOFFREY GILES,MR GILES,Giles,AustralianPoliticians
Giles1973,243609,Giles,Andrew,,"Giles, Andrew",male,,Scullin,1973-07-31,,Mr Andrew Giles,Mr Giles,MR ANDREW GILES,MR GILES,Giles,AustralianPoliticians
Gillard1920,KBE,Gillard,Reginald,Reg,"Gillard, Reg",male,,Macquarie,1920-03-13,2001-08-16,Mr Reg Gillard,Mr Gillard,MR REG GILLARD,MR GILLARD,Gillard,AustralianPoliticians
Gillard1961,83L,Gillard,Julia,,"Gillard, Julia",female,,Lalor,1961-09-29,,Ms Julia Gillard,Ms Gillard,MS JULIA GILLARD,MS GILLARD,Gillard,AustralianPoliticians
Gillespie1957,72184,Gillespie,David,,"Gillespie, David",male,,Lyne,1957-12-20,,Mr David Gillespie,Mr Gillespie,MR DAVID GILLESPIE,MR GILLESPIE,Gillespie,AustralianPoliticians
Gilmore1908,KBF,Gilmore,Thomas,Tom,"Gilmore, Tom",male,,Leichhardt,1908-05-07,1994-11-15,Mr Tom Gilmore,Mr Gilmore,MR TOM GILMORE,MR GILMORE,Gilmore,AustralianPoliticians
